likes,text_string
2,hit  question  black  brown  black  may  red  last  night  mom  sleeping  mom  papa  mom  badminton  vb  twice  mom
1,hit  question  bounce  eight  dark  brown  black  mint  green  retreat  last  week  none  gallium  friend  badminton  dad  parent
0,proudly  present  accounting  cup  shout  spirit  bring  impression  glamor  win  badminton  accounting  idol  amp  lap  amp  let  join  amp  winner
0,thought  materialistic  found  mom  threw  away  rag  jersey  number  representing  school  badminton  regionals  think  know
1,congratulation  ace  winning  single  amp  double  gold  medal  china  para  badminton  international
1,battle  brain  half  year  person  yes  badminton  blue  amp  anywhere  dunno  maybe  yet
3,hit  question  secret  ace  universe  opening  hazel  brown  dark  brown  blue  drawing  ala  family  friend  ace  badminton  idol
8,golden  suffered  setback  la  university  green  archer  season  men  badminton  tournament  badminton  center  city
0,cant  remember  guess  one  corridor  room  badminton  seventeen  person
10,rally  situation  backhand  smash  finish  badminton  sport  skill  power  badminton
4,day  go  first  people  get  free  stash  th  pm  badminton
2,hit  question  teenager  brown  black  maroon  tie  knot  tongue  last  bf  self  last  bf  rm  badminton  last  bf  last  bf
1,mama  none  none  friend  forgot  eating  sport  badminton  family
0,listening  music
6,hit  question  mannequin  brown  black  teal  day  ago  guitar  last  night  badminton
6,charity  badminton  tournament  th  support  cause  playing  day  donate  virgin  money  giving  page  thanks
6,badminton  win  title  international  challenge  three  double  pair  summit  clash  end  losing  side
2,account  meeting  cherish  legendary  badminton  player
23,great  news  badminton  available  collegiate  level
2,hit  question  love  foolish  dark  brown  black  pastel  dance  amp  sing  amp  friend  human  amp  badminton  idol  god  amp
1,dog  called  used  eat  shuttlecock  badminton
0,badminton  racket
1,shit  hot  badminton  id  enjoy
1,hit  question  secret  cloud  black  brown  black  yesterday  singing  la  pa  friend  crush  papa  badminton  gt
4,hit  question  song  brown  black  mustard  yellow  ocean  blue  forgot  loved  one  loved  one  mom  badminton  loved  one
1,hit  question  may  dark  brown  dark  brown  pink  purple  mama  singing  dancing  badminton  god  friend
21,congrats  men  basketball  team  badminton  team  made  u  proud
6,hit  question  go  black  black  time  mama  drawing  daddy  vice  volleyball  badminton  parent
2,hit  question  secret  brown  black  blue  yellow  secret  friend  ago  badminton  friend
2,number  fall  apart  dark  brown  golden  brown  teal  purple  day  ago  hour  ago  dancing  amp  amp  depends  mum  vb  amp  badminton
0,victor  thruster  badminton  racket  buy  low  price
5,congratulation  ace  player  winning  two  gold  medal  china  para  badminton  international  made  proud
0,season  badminton  rd  single  v  st  set  set  rd  set  team  standing  camp  city
1,season  badminton  double  amp  v  amp  st  set  set  team  standing  go  camp  city
0,badminton
2,season  badminton  st  double  amp  v  amp  st  set  set  team  standing  go  camp  city
0,season  badminton  single  v  st  set  set  team  standing  go  camp  city
0,season  badminton  v  st  single  v  st  set  set  rd  set  team  standing  go  camp
1,ml  badminton
0,badminton  player  may  god  bless  game  tomorrow
3,dear  school  proud  congratulation  rendering  talent  representing  institution  continue  aiming  high  bravo  badminton  team  bravo  baste
0,rt  badminton  democracy  loophole  clause  give  take  inch  foot  front  bus  record  four  century  winning  losing
2,singularity  dark  brown  dark  brown  violet  yesterday  grade  amp  friend  old  self  friend  badminton  parent
0,rt  badminton  democracy  loophole  clause  give  take  inch  foot  front  bus  record  four  century  winning  losing
0,awesome  silver  medal  open  love  medium  keep  rocking  badminton
3,hit  question  queen  jun  black  black  ft  brown  pastel  mom  badminton  mom  papa  badminton  so  amp  etc  friend
2,pan  si  faith  old  self  badminton  twice  amp  daddy
1,badminton  time
0,ever  played  badminton  indoor  tennis  court
0,comeback  badminton
0,badminton  scouting  became  imbalanced  fast  approaching  first  ever  school  tournament  conference
0,school  teach  hour  badminton  training  great  person  follow  way  appreciate  work
0,power  two  brown  brown  purple  adjustment  friend  amp  friend  ate  badminton
0,lord  black  dark  brown  sky  blue  mag  ukulele  em  badminton  mom
1,congrats  congratulation  china  badminton  shuttle  shuttlecock  player  tie  tier  final  m
0,interested  consider  interesting  talk  socio  political  stuff  talk  space  alien  music  badminton  opportunity  explore  world  religion  extremism  anything  talk  marriage  longer  relevant
1,local  league  game  tip  court  thanks  badminton  cant  move  tip  time  roller  dancing  joy  basketball  municipal  sport  hall
7,hit  question  someone  love  dark  brown  black  blue  papa  none  none  amp  friend  mommy  amp  friend  cant  remember  badminton  lady  gaga  amp  ate  god
3,delighted  working  iron  community  iron  bring  community  together  walking  football  badminton  holiday  camp  football  fitness  football  session
0,used  go  really  long  walk  night  sleepover  head  library  every  weekend  spend  hour  flip  issue  vogue  drinking  cheap  coffee  play  badminton  every  night  source  fabric  bra  amp  write  draw  everyday
3,hit  question  iv  spade  captivated  black  halo  halo  red  black  last  week  dance  amp  badminton  none  friend  papa  friend  remember  badminton  mama
1,badminton  medal  wrestling  medal  anyways  contribution  hockey  mile  ahead
0,hazard  badminton  club  sport
2,squad  goal  badminton
0,first  time  playing  volleyball  yesterday  never  really  liked  sport  except  badminton  surprised  actually  enjoyed  playing  since  learned  advance  watching  video  yeah  arm  hurt  there  like  little  red  mark
0,top  badminton  trick  shot  via
0,badminton  sporty
0,good  badminton  use  skill  shoot  back  tear  gas
0,badminton
0,one  pal  dog  called  he  chewed  shuttlecock  badminton
2,stuff  really  liked  badminton  shot
0,badminton
0,team  winning  men  woman  basketball  game  today  din  game  badminton
7,architecture  badminton  team
7,secret  baby  love  black  black  pastel  color  la  family  friend  crush  friend  badminton  jack  family  question
1,something  hi  portal  avenger  endgame  brown  dark  brown  olive  green  play  study  crush  past  schoolmate  mom  mom  badminton
13,girl  like  bad  boy  understanding  bad  short  badminton  hey
1,kyle  boy  black  black  brown  black  last  week  none  daddy  kyle  kyle  friend  rap  badminton  rap  ate  amp  rap  amp
0,badminton
4,want  play  hold  free  badminton  session  every  week  start  need  bring  student  card
6,hit  question  second  year  college  black  black  pink  gray  purple  yesterday  yesterday  violin  mom  crush  badminton  mom
3,secret  day  said  goodnight  may  black  black  black  night  dancing  secret  friend  friend  daddy  badminton  friend
0,clinch  eighth  title  season  victory  badminton
5,hit  question  feel  special  black  black  green  dunno  papa  friend  grade  classmate  friend  badminton  family  friend
1,photo  woman  badminton  double  game  conclusion  congratulation  school  representative  joist  default
1,photo  men  badminton  single  game  conclusion  congratulation  nu  school  representative  mark  earned  winning  spot  recent  game  held  today  um
0,everyone  shall  play  card  badminton
1,basis  say  badminton  come  way  ahead  wrestling
1,secret  someone  love  brown  brown  black  ate  secret  love  depends  forgot  volleyball  badminton  love  question
34,junior  team  landed  starting  watch  snap  let  wish  champ  badminton
5,last  badminton  comp  grade  men  single  men  double  time  played  grade  well  bit  disappointed  played  using  motivation  become  faster  fiercer  player  next  time  gonna  take  title
0,many  mention  brown  black  brown  blue  black  today  today  singing  grade  six  love  papa  love  love  badminton  love  mama
2,thought  load  stuff  going  badminton  club  could  try  volunteering
3,hit  question  show  tell  may  brown  black  red  black  pink  mama  dancing  writing  friend  friend  badminton  dense  family
0,live  badminton  score  final  open  day
6,hit  question  brown  black  black  black  yesterday  yesterday  loved  one  mom  badminton  loved  one
5,hit  question  march  black  black  white  today  secret  family  friend  crush  daddy  rain  badminton  amp  parent
0,everyday  streaming  badminton
2,school  badminton  club  tomorrow  due  staff  meeting  apology  yr  netball  normal
0,badminton  snack
0,badminton  better
3,hit  question  moonlight  brown  black  white  black  last  night  aye  parent  people  love  old  friend  friend  badminton  boo
704,finally  nine  match  today  yell  badminton  team  camp  cheer  basketball  team  shout  beach  volleyball  team  support  chess  team
7,hit  question  ice  august  black  black  blue  none  badminton  family
0,watching  kid  outside  playing  badminton  wishing  could  join  like
1,byers  brown  black  blue  pm  god  self  memory  cousin  badminton  mom
0,super  pretty  master  badminton  cutest  smile  approachable  humble  sweetest
0,none  icy  dark  brown  brown  warm  color  day  none  singing  amp  writing  none  mi  last  night  badminton  reply  question
2,watching  highlight  game  put  badminton
1,rt  badminton  democracy  loophole  clause  give  take  inch  foot  front  bus  record  four  century  winning  losing
